hh,urban,year,month,index,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,totW,months1,weeks1,months2,weeks2,pay2,wage_total,bs_profit,other_inc,HHID,profit_ls,profit_agr,total_agrls,inctotal,w_share,agr_share,bus_share,sex,age,hhnum,father_educ,father_ocup,mother_educ,mother_ocup,writeread,classeduc,illdays,region,familysize
H28207-04-01,0,2013,12,1819,4316760.0,4316760.0,220000.0,3074760.0,1242000.0,265000.0,,,12.0,4.0,,,150000.0,0.0,282070401.0,0.0,375255.0,375255.0,900510.0,,0.4167138621447846,0.16657227571043076,1.0,43.0,1.0,,,,,0.0,14.0,14.0,4.0,6
H28207-04-02,0,2013,12,1820,2559200.0,2559200.0,383600.0,2272400.0,286800.0,388000.0,,,,,,,0.0,0.0,282070402.0,0.0,100201.0,100201.0,200402.0,,0.5,0.0,1.0,21.0,1.0,,,10.0,19.0,0.0,14.0,,4.0,3
H28209-04-01,0,2013,12,1821,4171600.0,4171600.0,288000.0,3406000.0,765600.0,3606000.0,15.0,7.0,,,,1540000.0,0.0,0.0,282090401.0,762600.0,663593.0000035763,1426193.0000035763,4392386.000007153,0.3506067089726386,0.3246966455136807,0.0,1.0,57.0,1.0,,,,,0.0,17.0,,4.0,10
H28210-04-01,0,2013,12,1822,5755400.0,5755400.0,456000.0,4495400.0,1260000.0,898000.0,15.0,8.0,,,,2304000.0,0.0,0.0,282100401.0,128500.0,-87916.0,40584.0,2385168.0,0.9659696927008915,0.017015153649554245,0.0,1.0,58.0,1.0,,,,,0.0,14.0,,4.0,11
H28211-04-01,0,2014,10,1823,3661200.0,3661200.0,756000.0,2480400.0,1180800.0,250000.0,,,,,,,0.0,0.0,282110401.0,0.0,1410085.0,1410085.0,2820170.0,,0.5,0.0,2.0,42.0,1.0,,,73.0,19.0,1.0,11.0,,4.0,8
H28307-04-01,0,2013,11,1824,3024000.0,3024000.0,0.0,1981200.0,1042800.0,560000.0,,,,,,,580000.0,0.0,,,,,580000.0,,,1.0,1.0,45.0,1.0,8.0,14.0,8.0,19.0,0.0,51.0,,4.0,4
H28309-04-01,0,2013,10,1825,6654000.0,6654000.0,360000.0,1872000.0,4782000.0,400000.0,,,,,,,-150000.0,0.0,,,,,-150000.0,,,1.0,2.0,40.0,1.0,,,,,1.0,,4.0,4.0,3
H28310-04-01,0,2013,10,1826,4244000.0,4244000.0,1080000.0,1757600.0,2486400.0,740000.0,,,,,,,50000.0,0.0,283100401.0,50500.0,966660.000000149,1017160.000000149,2084320.000000298,,0.4880056805097123,0.023988638980575367,2.0,36.0,1.0,73.0,19.0,73.0,19.0,0.0,15.0,,4.0,10
H28501-04-01,0,2013,10,1827,1902280.0,1922280.0,608000.0,1164280.0,738000.0,4110000.0,,,,,,,0.0,0.0,285010401.0,0.0,52698.0,52698.0,105396.0,,0.5,0.0,2.0,33.0,1.0,73.0,5.0,12.0,7.0,0.0,17.0,,4.0,2
H28502-04-01,0,2013,10,1828,2293800.0,2333800.0,432000.0,1630200.0,663600.0,2010000.0,,,,,,,340000.0,0.0,285020401.0,60000.0,-16302.0,43698.0,427396.0,,0.10224241686866513,0.7955151662626697,2.0,74.0,1.0,,,,,1.0,,,4.0,4
H28503-04-01,0,2013,10,1829,2582200.0,2582200.0,0.0,2228200.0,354000.0,1620000.0,,,20.0,8.0,12000.0,,0.0,0.0,285030401.0,0.0,97335.0,97335.0,194670.0,,0.5,0.0,2.0,48.0,1.0,,,,,0.0,13.0,,4.0,4
H28504-04-01,0,2013,10,1830,2164400.0,2164400.0,0.0,1976000.0,188400.0,340000.0,3.0,4.0,12.0,2.0,6000.0,360000.0,0.0,0.0,285040401.0,0.0,23070.0,23070.0,406140.0,0.8863938543359433,0.056803072832028366,0.0,1.0,53.0,1.0,,,,,0.0,14.0,,4.0,8
H28505-04-01,0,2013,10,1831,4172000.0,4172000.0,41600.0,3146000.0,1026000.0,5002005.0,6.0,4.0,,,,59994.0,0.0,0.0,285050401.0,0.0,81876.00000035763,81876.00000035763,223746.00000071526,0.26813440240186737,0.3659327987990663,0.0,1.0,63.0,1.0,,,,,0.0,17.0,,4.0,5
H28505-04-02,0,2013,10,1832,5344800.000619888,5344800.000619888,960000.0,1653600.0006198885,3691200.0,1470000.0,18.0,8.0,,,,9000000.0,0.0,0.0,,,,,9000000.0,1.0,,0.0,1.0,27.0,1.0,3.0,7.0,1.0,7.0,0.0,41.0,,4.0,3
H28505-04-03,0,2013,10,1833,3057800.0,3057800.0,0.0,954200.0,2103600.0,760000.0,12.0,4.0,,,,2400000.0,0.0,0.0,285050403.0,31200.0,-1957262.999998957,-1926062.999998957,-1452125.9999979138,-1.652749141605789,1.3263745708028944,-0.0,2.0,25.0,1.0,3.0,7.0,1.0,7.0,0.0,31.0,30.0,4.0,3
H28506-04-01,0,2014,4,1834,2771200.0,2771200.0,0.0,2033200.0,738000.0,4870000.0,28.0,12.0,7.0,2.0,,2960000.0,0.0,0.0,285060401.0,0.0,-38154.0,-38154.0,2883692.0,1.0264619106340067,-0.013230955317003341,0.0,1.0,70.0,1.0,,,,,0.0,14.0,,4.0,10
H28508-04-01,0,2014,4,1835,1720000.0,1720000.0,260000.0,1378000.0,342000.0,545000.0,,,10.0,6.0,6000.0,,0.0,0.0,285080401.0,0.0,-19500.0,-19500.0,-39000.0,,0.5,-0.0,1.0,42.0,1.0,,,73.0,19.0,0.0,,,4.0,10
H28509-04-01,0,2014,4,1836,2849800.0,2854600.0,72800.0,2524600.0,325200.0,540000.0,,,,,,,0.0,0.0,285090401.0,0.0,1019.0,1019.0,2038.0,,0.5,0.0,1.0,38.0,1.0,,19.0,1.0,19.0,0.0,14.0,,4.0,4
H28510-04-01,0,2014,4,1837,1791560.0022315981,1836560.0022315981,78000.0,1275560.002231598,516000.0,4175000.0,,,,,,,0.0,0.0,285100401.0,57500.0,48771.99999716878,106271.99999716876,212543.99999433756,,0.49999999999999994,0.0,2.0,58.0,1.0,,,,,0.0,,,4.0,2
H28511-04-01,0,2014,4,1838,1201400.0,1201400.0,0.0,595400.0,606000.0,405000.0,,,12.0,4.0,3000.0,,0.0,0.0,285110401.0,0.0,-9528.0,-9528.0,-19056.0,,0.5,-0.0,2.0,38.0,1.0,13.0,19.0,10.0,19.0,1.0,,,4.0,6
H28511-04-02,1,2014,5,1839,4099800.0,4099800.0,36000.0,2379000.0,1720800.0,335000.0,,,,,,,520000.0,0.0,,,,,520000.0,,,1.0,1.0,41.0,1.0,,,,,0.0,17.0,,1.0,4
H28702-04-01,1,2013,11,1840,4724600.0,4724600.0,124800.0,2498600.0,2226000.0,460000.0,,,12.0,4.0,,,575000.0,0.0,287020401.0,-500.0,-36117.5,-36617.5,501765.0,,-0.07297738981395674,1.1459547796279135,1.0,43.0,1.0,,,2.0,9.0,0.0,17.0,30.0,4.0,7
H28705-04-01,1,2013,11,1842,4184400.0,4184400.0,130000.0,2714400.0,1470000.0,342000.0,,,12.0,4.0,,,150000.0,0.0,287050401.0,0.0,155520.0,155520.0,461040.0,,0.3373243102550755,0.32535137948984905,2.0,29.0,1.0,,,1.0,19.0,0.0,16.0,,4.0,3
H28706-04-01,1,2013,11,1843,4406800.0,4406800.0,0.0,2610400.0,1796400.0,8490000.0,12.0,4.0,12.0,4.0,,5487984.0,-1300000.0,0.0,287060401.0,-3600.0,2824092.5,2820492.5,9828969.0,0.5583478796199276,0.2869571060810142,-0.13226209178195597,1.0,51.0,1.0,,,,,0.0,33.0,2.0,4.0,3
H28709-04-01,1,2013,11,1844,5079800.0,5079800.0,0.0,3559400.0,1520400.0,60001.0,,,9.0,6.0,60000.0,,0.0,0.0,287090401.0,-1000.0,13145.0,12145.0,24290.0,,0.5,0.0,2.0,54.0,1.0,,,,,1.0,13.0,30.0,4.0,9
H28710-04-01,1,2014,5,1845,9135200.0,9135200.0,0.0,3770000.0,5365200.0,48650000.0,,,,,,,576000.0,0.0,287100401.0,40000.0,-56426.0,-16426.0,543148.0,,-0.030242217590785568,1.0604844351815712,1.0,48.0,1.0,,,8.0,9.0,0.0,32.0,,4.0,5
H28803-04-01,0,2014,5,1846,10416800.0,10416800.0,792000.0,7420400.0,2996400.0,730000.0,21.0,8.0,,,,7110000.0,132000.0,0.0,,,,,7242000.0,0.9817729908864954,,0.018227009113504555,1.0,43.0,1.0,,,8.0,19.0,0.0,31.0,,4.0,11
H28805-04-01,1,2013,11,1847,5041800.0,5041800.0,744000.0,3283800.0,1758000.0,555000.0,12.0,4.0,,,,9120000.0,0.0,0.0,,,,,9120000.0,1.0,,0.0,1.0,40.0,1.0,,,1.0,7.0,0.0,51.0,,4.0,7
H28807-04-01,0,2013,11,1848,3293300.0,3293300.0,672000.0,1067300.0,2226000.0,1820000.0,12.0,4.0,,,,7800000.0,0.0,0.0,,,,,7800000.0,1.0,,0.0,1.0,35.0,1.0,,,1.0,9.0,0.0,23.0,,4.0,9
H28810-04-01,0,2013,11,1849,3238600.0,3238600.0,203200.0,1791400.0,1447200.0,327000.0,24.0,8.0,,,,3835680.0,0.0,0.0,,,,,3835680.0,1.0,,0.0,1.0,41.0,1.0,2.0,19.0,1.0,19.0,0.0,17.0,,4.0,6
H29002-04-01,0,2013,12,1850,1575600.0,1575600.0,120000.0,951600.0,624000.0,46000.0,,,,,,,0.0,0.0,290020401.0,0.0,197889.99999880788,197889.99999880788,395779.99999761576,,0.5,0.0,1.0,54.0,1.0,,,,,0.0,15.0,30.0,4.0,2
H29003-04-01,0,2013,12,1851,3227700.0,3227700.0,792000.0,1790100.0,1437600.0,3590000.0,,,,,,,0.0,0.0,290030401.0,-10000.0,630040.000000596,620040.000000596,1240080.000001192,,0.5,0.0,1.0,51.0,1.0,,,2.0,19.0,0.0,17.0,,4.0,5
H29004-04-01,0,2014,6,1852,4176600.0,4176600.0,552000.0,3315000.0,861600.0,7620000.0,7.0,4.0,40.0,16.0,,560000.0,106000.0,0.0,290040401.0,-10000.0,454000.5,444000.5,1554001.0,0.3603601284683858,0.285714423607192,0.06821102431723017,1.0,54.0,1.0,,,,,0.0,16.0,,4.0,11
H29005-04-01,0,2013,12,1853,2592900.0,2592900.0,318800.0,2211300.0,381600.0,6760000.0,,,,,,,0.0,0.0,290050401.0,15000.0,478090.0000005961,493090.0000005961,986180.0000011922,,0.5,0.0,1.0,38.0,1.0,,,2.0,99.0,0.0,14.0,7.0,4.0,6
H29006-04-01,0,2013,12,1854,3408600.0,3408600.0,562000.0,2753400.0,655200.0,340000.0,,,,,,,0.0,0.0,290060401.0,0.0,331750.0,331750.0,663500.0,,0.5,0.0,1.0,38.0,1.0,10.0,19.0,10.0,19.0,0.0,12.0,,4.0,5
H29101-04-01,0,2013,10,1855,2626200.0,2626200.0,288000.0,1864200.0,762000.0,622000.0,,,,,,,0.0,0.0,291010401.0,0.0,42975.00000298023,42975.00000298023,85950.00000596046,,0.5,0.0,1.0,34.0,1.0,,,,,1.0,13.0,7.0,4.0,4
H29202-04-01,1,2013,9,1856,12172000.0,12172000.0,0.0,5980000.0,6192000.0,147540000.0,,,,,,,980000.0,4800000.0,292020401.0,,4111080.00000149,4111080.00000149,14002160.00000298,,0.2936032726379798,0.06998920166601377,1.0,67.0,1.0,,,1.0,10.0,0.0,41.0,,4.0,7
H29203-04-01,1,2014,3,1857,17525800.0,18525800.0,364000.0,5847400.0,11678400.0,158100000.0,12.0,4.0,,,,12840000.0,750000.0,4800000.0,,,,,18390000.0,0.6982055464926591,,0.040783034257748776,2.0,26.0,1.0,22.0,19.0,1.0,7.0,0.0,32.0,,1.0,6
H29205-04-01,1,2013,9,1858,10050000.0,10150000.0,0.0,3541200.0,6508800.0,37820000.0,,,,,,,0.0,4800000.0,292050401.0,0.0,-34995.999999046326,-34995.999999046326,4730008.000001907,,-0.007398718987162858,0.0,2.0,62.0,1.0,,,,,0.0,22.0,,4.0,6
H29208-04-01,1,2013,9,1859,5060200.0,5110200.0,0.0,3710200.0,1350000.0,290000.0,12.0,4.0,,,,1728000.0,260000.0,0.0,,,,,1988000.0,0.869215291750503,,0.13078470824949698,1.0,57.0,1.0,,,,,0.0,16.0,,4.0,7
H29209-04-01,1,2014,3,1860,10691000.0,10745000.0,0.0,5930600.0,4760400.0,15815000.0,12.0,4.0,,,,16800000.0,0.0,4200000.0,292090401.0,92000.0,-76675.0,15325.0,21030650.0,0.7988340826365329,0.0007286983521669564,0.0,2.0,50.0,1.0,,,,,0.0,34.0,,4.0,8
H29210-04-01,1,2013,10,1861,11729800.0,11729800.0,360000.0,7438600.0,4291200.0,18267000.0,12.0,4.0,,,,1440000.0,0.0,2160000.0,292100401.0,0.0,1258.0,1258.0,3602516.0,0.3997206396862637,0.00034920039217036094,0.0,2.0,31.0,2.0,,,,,0.0,16.0,3.0,4.0,9
H29210-04-02,1,2013,10,1862,40618200.00061989,40618200.00061989,0.0,8868600.000619888,31749600.0,115920000.0,12.0,4.0,,,,1200000.0,-100099.0,0.0,,,,,1099901.0,1.0910072815644316,,-0.0910072815644317,2.0,37.0,1.0,,,,,0.0,34.0,30.0,1.0,7
H29401-04-01,1,2013,10,1863,10208000.0,10223000.0,1150000.0,8762000.0,1446000.0,5500000.0,,,20.0,6.0,,,0.0,0.0,294010401.0,0.0,46846.0,46846.0,93692.0,,0.5,0.0,2.0,67.0,1.0,,,,,0.0,12.0,,4.0,12
H29402-04-01,1,2013,10,1864,9261000.0,9261000.0,1800000.0,5499000.0,3762000.0,118500000.0,12.0,4.0,,,,8640000.0,0.0,24000000.0,294020401.0,,402476.0,402476.0,33444952.0,0.2583349499200956,0.012033983484263933,0.0,1.0,48.0,1.0,3.0,1.0,,,0.0,61.0,,4.0,3
H29403-04-01,1,2013,10,1865,6599200.0,6599200.0,0.0,2563600.0,4035600.0,20650000.0,12.0,4.0,,,,1800000.0,1460000.0,1200000.0,294030401.0,227700.0,1637680.0,1865380.0,8190760.0,0.21975982692692742,0.22774199219608438,0.17824963739628558,2.0,54.0,1.0,5.0,10.0,1.0,99.0,0.0,31.0,30.0,4.0,5
H29404-04-01,1,2013,10,1866,6866800.0,6866800.0,0.0,4638400.0,2228400.0,3350000.0,,,,,,,1245000.0,0.0,294040401.0,0.0,298065.0,298065.0,1841130.0,,0.16189242476088056,0.6762151504782389,1.0,60.0,1.0,,,,,0.0,17.0,,4.0,5
H29405-04-01,1,2014,5,1867,4453400.0,4453400.0,0.0,2857400.0,1596000.0,240000.0,20.0,8.0,,,,4224000.0,600000.0,0.0,,,,,4824000.0,0.8756218905472637,,0.12437810945273632,1.0,44.0,2.0,,,10.0,19.0,0.0,17.0,,4.0,6
H29406-04-01,1,2014,4,1868,4607400.0,4607400.0,946000.0,1879800.0,2727600.0,8830000.0,20.0,8.0,8.0,4.0,,5760000.0,0.0,0.0,,,,,5760000.0,1.0,,0.0,1.0,46.0,1.0,,,10.0,19.0,0.0,41.0,,4.0,5
H29407-04-01,1,2014,4,1869,7638800.0,7638800.0,0.0,3972800.0,3666000.0,4430000.0,,,16.0,4.0,,,600000.0,0.0,294070401.0,0.0,131412.0,131412.0,862824.0,,0.15230452560429472,0.6953909487914105,1.0,43.0,1.0,,,13.0,19.0,0.0,41.0,9.0,4.0,6
H29408-04-01,1,2014,4,1870,4687840.0,4687840.0,0.0,3022240.0,1665600.0,4780000.0,19.0,7.0,,,,2512000.0,0.0,0.0,294080401.0,0.0,-34700.0,-34700.0,2442600.0,1.0284123474985671,-0.014206173749283551,0.0,2.0,51.0,2.0,,,,,1.0,13.0,,4.0,8
H29409-04-01,1,2014,4,1871,14407800.0,24602800.0,5532000.0,6591000.0,7816800.0,3190000.0,12.0,4.0,,,,480000.0,0.0,0.0,294090401.0,1894400.0,608430.000000745,2502830.000000745,5485660.00000149,0.08750086589396164,0.45624956705301917,0.0,2.0,99.0,1.0,,,,,1.0,11.0,,4.0,3
H29410-04-01,1,2014,4,1872,25951800.0,25951800.0,0.0,8556600.0,17395200.0,119805000.0,,,,,,,0.0,1200000.0,294100401.0,665999.0,979935.0,1645934.0,4491868.0,,0.36642528231016586,0.0,1.0,71.0,1.0,,,,,0.0,51.0,,4.0,6
H29410-04-02,1,2014,4,1873,10324516.0,10324516.0,702000.0,4530916.0,5793600.0,51850000.0,,,,,,,3135000.0,0.0,,,,,3135000.0,,,1.0,1.0,33.0,3.0,,,51.0,19.0,0.0,61.0,,4.0,3
H29501-04-01,0,2014,1,1874,4602400.0,4602400.0,660000.0,3640000.0,962400.0,6255000.0,,,,,,,0.0,0.0,295010401.0,0.0,80830.0,80830.0,161660.0,,0.5,0.0,2.0,33.0,1.0,14.0,19.0,,,1.0,,,4.0,8
H29502-04-01,0,2014,1,1875,5594400.0,5594400.0,712000.0,3915600.0,1678800.0,7380000.0,,,,,,,795000.0,0.0,295020401.0,135000.0,935265.0,1070265.0,2935530.0,,0.36459003995871275,0.27081992008257455,1.0,49.0,1.0,,,73.0,19.0,1.0,,,4.0,9
H29503-04-01,0,2014,1,1876,2529800.0,2529800.0,0.0,2217800.0,312000.0,2186000.0,9.0,2.0,,,,270000.0,0.0,0.0,295030401.0,0.0,112730.0,112730.0,495460.0,0.5449481290114238,0.22752593549428812,0.0,2.0,31.0,2.0,16.0,19.0,12.0,7.0,0.0,15.0,,4.0,5
H29504-04-01,0,2014,1,1877,1707600.0,1707600.0,390000.0,1638000.0,69600.0,56000.0,5.0,2.0,12.0,2.0,50000.0,120000.0,0.0,0.0,295040401.0,0.0,-99261.0,-99261.0,-78522.0,-1.5282341254680216,1.2641170627340108,-0.0,1.0,40.0,1.0,,,73.0,7.0,1.0,12.0,,4.0,5
H29505-04-01,0,2014,1,1878,8705200.0,8705200.0,0.0,7243600.0,1461600.0,2025000.0,24.0,8.0,,,,2880000.0,0.0,0.0,295050401.0,2496000.0,121226.0,2617226.0,8114452.0,0.3549223040570084,0.3225388479714958,0.0,1.0,58.0,1.0,,,99.0,5.0,0.0,,6.0,4.0,12
H29507-04-01,0,2014,7,1879,2957600.0,2957600.0,540000.0,1289600.0,1668000.0,620000.0,9.0,4.0,,,,3240000.0,130000.0,0.0,295070401.0,0.0,265135.0,265135.0,3900270.0,0.8307117199578491,0.06797862712068652,0.033331025800777896,1.0,34.0,1.0,16.0,19.0,13.0,21.0,0.0,17.0,,4.0,6
H29508-04-01,0,2014,7,1880,2223600.0,2223600.0,602400.0,1310400.0,913200.0,2020000.0,,,,,,,0.0,0.0,295080401.0,0.0,745.0,745.0,1490.0,,0.5,0.0,2.0,54.0,1.0,,,,,1.0,,,4.0,2
H29509-04-01,0,2014,7,1881,5534800.0,5554800.0,355200.0,5106400.0,428400.0,358000.0,,,,,,,0.0,0.0,295090401.0,3328000.0,27016.0,3355016.0,6710032.0,,0.5,0.0,1.0,69.0,1.0,,,,,1.0,13.0,14.0,4.0,6
H29511-04-01,0,2014,7,1882,1869200.0,1869200.0,204000.0,1367600.0,501600.0,610000.0,,,,,,,0.0,0.0,295110401.0,0.0,41573.00000059605,41573.00000059605,83146.0000011921,,0.5,0.0,2.0,77.0,1.0,,,,,1.0,,,4.0,4
H29602-04-01,0,2013,11,1883,7332800.0,7387800.0,102000.0,6156800.0,1176000.0,1375000.0,,,,,,,220000.0,0.0,296020401.0,0.0,526876.0,526876.0,1273752.0,,0.41364095993568606,0.17271808012862785,1.0,46.0,1.0,1.0,19.0,,,0.0,15.0,,4.0,10
H29602-04-02,0,2014,5,1884,2874160.0,2874160.0,176000.0,2120560.0,753600.0,100000.0,12.0,4.0,,,,2880000.0,0.0,0.0,296020402.0,0.0,170250.00000074506,170250.00000074506,3220500.00000149,0.8942710759194744,0.05286446204026278,0.0,1.0,24.0,2.0,14.0,19.0,15.0,6.0,0.0,13.0,,4.0,3
H29602-04-03,0,2014,5,1885,3937600.0,3937600.0,384000.0,2969200.0,968400.0,7820000.0,,,,,,,350000.0,0.0,296020403.0,0.0,1151140.0,1151140.0,2652280.0,,0.4340190326813157,0.1319619346373686,1.0,46.0,2.0,,,,,0.0,13.0,,4.0,5
H29603-04-01,0,2013,11,1886,5222200.0,5222200.0,78000.0,2493400.0,2728800.0,503900.0,,,,,,,0.0,0.0,296030401.0,-120000.0,-101131.0,-221131.0,-442262.0,,0.5,-0.0,2.0,46.0,1.0,,,1.0,6.0,1.0,,14.0,4.0,3
H29604-04-01,0,2013,11,1888,3722400.0,3722400.0,608000.0,2792400.0,930000.0,3090000.0,12.0,4.0,,,,1200000.0,0.0,0.0,296040401.0,0.0,96172.5,96172.5,1392345.0,0.861855359124355,0.06907232043782252,0.0,2.0,56.0,1.0,,,,,0.0,12.0,,4.0,5
H29604-04-02,0,2014,5,1889,1508600.0,1508600.0,0.0,1157000.0,351600.0,430000.0,12.0,4.0,,,,2400000.0,0.0,0.0,296040402.0,0.0,166024.0,166024.0,2732048.0,0.8784618718265564,0.06076906408672176,0.0,1.0,29.0,2.0,1.0,19.0,,,0.0,17.0,,4.0,3
H29604-04-02,0,2014,5,1889,1508600.0,1508600.0,0.0,1157000.0,351600.0,430000.0,12.0,4.0,,,,2400000.0,0.0,0.0,296040402.0,0.0,166024.0,166024.0,2732048.0,0.8784618718265564,0.06076906408672176,0.0,1.0,29.0,1.0,,,73.0,19.0,0.0,17.0,,4.0,3
H29605-04-01,0,2013,11,1891,2464700.0,2494700.0,0.0,1792700.0,672000.0,8100000.0,,,,,,,0.0,0.0,296050401.0,0.0,-92850.0,-92850.0,-185700.0,,0.5,-0.0,2.0,69.0,1.0,,,,,1.0,13.0,5.0,4.0,1
H29606-04-01,1,2013,11,1892,782000.0,782000.0,198000.0,650000.0,132000.0,180000.0,,,,,,,0.0,0.0,296060401.0,0.0,416250.1000008732,416250.1000008732,832500.2000017464,,0.5,0.0,1.0,35.0,1.0,,,,,1.0,,,4.0,4
H29607-04-01,0,2014,5,1893,692200.0,692200.0,26000.0,512200.0,180000.0,545000.0,,,,,,,180000.0,0.0,296070401.0,0.0,529977.5,529977.5,1239955.0,,0.4274167207680924,0.1451665584638152,1.0,59.0,1.0,,,,,0.0,,,4.0,2
H29608-04-01,0,2014,5,1894,2493200.0,2493200.0,0.0,2163200.0,330000.0,950000.0,7.0,4.0,,,,2016000.0,0.0,0.0,296080401.0,0.0,67769.50000071527,67769.50000071527,2151539.0000014305,0.937003698282327,0.0314981508588365,0.0,2.0,43.0,2.0,,,,,1.0,,,4.0,6
H29608-04-02,0,2014,5,1895,1359200.0,1359200.0,0.0,1102400.0,256800.0,410000.0,,,,,,,0.0,0.0,296080402.0,0.0,173146.0,173146.0,346292.0,,0.5,0.0,1.0,22.0,2.0,16.0,19.0,12.0,19.0,0.0,14.0,6.0,4.0,3
H29609-04-01,0,2014,5,1896,5272800.0,5272800.0,456000.0,4336800.0,936000.0,3870000.0,24.0,7.0,,,,4560000.0,0.0,0.0,296090401.0,0.0,-10966.0,-10966.0,4538068.0,1.0048328936454898,-0.0024164468227448332,0.0,1.0,57.0,1.0,,,,,0.0,16.0,,4.0,8
H29609-04-02,0,2014,5,1897,5066800.0,5066800.0,0.0,2719600.0,2347200.0,185000.0,,,,,,,390000.0,0.0,296090402.0,0.0,78024.0000000596,78024.0000000596,546048.0000001192,,0.14288853727152662,0.7142229254569468,2.0,27.0,2.0,15.0,19.0,33.0,7.0,0.0,15.0,7.0,4.0,1
H29610-04-01,1,2014,5,1898,7710128.0,7710128.0,0.0,4189328.0,3520800.0,32314000.0,,,17.0,3.0,,,650000.0,0.0,296100401.0,368400.0,684189.9999988079,1052589.999998808,2755179.999997616,,0.38204037485743897,0.235919250285122,1.0,42.0,1.0,,,,,0.0,31.0,,4.0,9
H29611-04-01,0,2014,5,1899,3297948.0,3297948.0,0.0,2313948.0,984000.0,1424000.0,,,,,,,0.0,0.0,296110401.0,1031800.0,359535.0,1391335.0,2782670.0,,0.5,0.0,1.0,34.0,1.0,,,,,0.0,36.0,,4.0,3
H29701-04-01,0,2014,2,1900,2172400.0,2172400.0,312000.0,1612000.0,560400.0,1100000.0,,,12.0,1.0,,,40000.0,0.0,297010401.0,0.0,1161370.000000596,1161370.000000596,2362740.000001192,,0.4915352514453601,0.016929497109279826,2.0,41.0,1.0,,,73.0,19.0,0.0,16.0,,4.0,5
H29702-04-01,0,2014,2,1901,2845600.0,2845600.0,396000.0,2080000.0,765600.0,3250000.0,,,,,,,0.0,0.0,297020401.0,0.0,81820.0,81820.0,163640.0,,0.5,0.0,1.0,49.0,1.0,,,73.0,7.0,0.0,16.0,,4.0,5
H29702-04-02,0,2014,8,1902,2494800.0,2519800.0,336000.0,1684800.0,810000.0,4100000.0,,,,,,,0.0,0.0,297020402.0,0.0,892.0,892.0,1784.0,,0.5,0.0,2.0,23.0,1.0,15.0,19.0,99.0,7.0,0.0,14.0,,4.0,3
H29703-04-01,0,2014,2,1903,2902200.0,2902200.0,31200.0,2550600.0,351600.0,3640000.0,,,,,,,0.0,0.0,297030401.0,0.0,384427.0,384427.0,768854.0,,0.5,0.0,2.0,41.0,1.0,,,,,0.0,16.0,,4.0,4
H29704-04-01,0,2014,2,1904,4897800.0,4897800.0,104000.0,2691000.0,2206800.0,3202000.0,,,,,,,40000.0,0.0,297040401.0,629999.0,1171548.0,1801547.0,3643094.0,,0.49451016086875604,0.010979678262487875,1.0,35.0,1.0,,,15.0,7.0,0.0,17.0,,4.0,5
H29705-04-01,0,2014,2,1905,2503600.0,2503600.0,0.0,1690000.0,813600.0,3402000.0,,,,,,,0.0,0.0,297050401.0,0.0,951047.0,951047.0,1902094.0,,0.5,0.0,1.0,39.0,1.0,,,,,0.0,17.0,,4.0,7
H29706-04-01,0,2014,8,1906,3115200.0,3115200.0,300000.0,2012400.0,1102800.0,1640000.0,,,12.0,4.0,,,70000.0,0.0,297060401.0,-11000.0,1287572.0,1276572.0,2623144.0,,0.48665723269481204,0.026685534610375945,2.0,60.0,1.0,,,,,1.0,,,4.0,5
H29706-04-02,0,2014,8,1907,2297200.0,2297200.0,348000.0,1502800.0,794400.0,1475000.0,8.0,4.0,24.0,3.0,,1600000.0,170000.0,0.0,297060402.0,0.0,314953.0,314953.0,2399906.0,0.666692778800503,0.13123555672597176,0.07083610774755345,1.0,31.0,2.0,,,,,0.0,41.0,,4.0,3
H29706-04-03,0,2014,10,1908,6313800.0,6313800.0,204000.0,4048200.0,2265600.0,4785000.0,,,,,,,300000.0,0.0,,,,,300000.0,,,1.0,1.0,30.0,2.0,,,,,0.0,17.0,,4.0,8
H29707-04-01,0,2014,8,1909,2920000.0,2920000.0,640000.0,2704000.0,216000.0,40000.0,12.0,4.0,,,,2880000.0,0.0,0.0,,,,,2880000.0,1.0,,0.0,1.0,33.0,1.0,16.0,19.0,73.0,7.0,0.0,15.0,,4.0,1
H29707-04-02,0,2014,8,1910,2876000.0,4996000.0,132000.0,1570400.0,1305600.0,5570000.0,,,,,,,0.0,0.0,297070402.0,0.0,3424545.0000035763,3424545.0000035763,6849090.000007153,,0.5,0.0,2.0,46.0,1.0,,,15.0,7.0,0.0,17.0,3.0,4.0,4
H29707-04-03,1,2014,8,1911,6567600.0,6567600.0,360000.0,2714400.0,3853200.0,800000.0,12.0,,,,,,1240000.0,0.0,,,,,1240000.0,,,1.0,2.0,51.0,1.0,,,,,0.0,41.0,3.0,1.0,3
H29707-04-04,0,2014,7,1912,2290800.0,2290800.0,192000.0,1872000.0,418800.0,4030000.0,,,,,,,0.0,0.0,297070404.0,0.0,421940.00000417227,421940.00000417227,843880.0000083445,,0.5,0.0,1.0,80.0,2.0,,,,,1.0,,,4.0,3
H29708-04-01,0,2014,8,1913,2318800.0,2468800.0,451200.0,1705600.0,613200.0,1550000.0,,,,,,,0.0,0.0,297080401.0,0.0,23110.0,23110.0,46220.0,,0.5,0.0,2.0,84.0,1.0,,,,,1.0,,,4.0,3
